"","movies","genres"
"22908","3 Ninjas: High Noon On Mega Mountain (1998)","Action|Children|Comedy"
"22909","Caught Up (1998)","Crime"
"22910","Arguing the World (1998)","Documentary"
"22911","Firestorm (1998)","Action|Adventure|Thriller"
"22915","Senseless (1998)","Comedy"
"22918","Wag the Dog (1997)","Comedy"
"22947","Dark City (1998)","Adventure|Film-Noir|Sci-Fi|Thriller"
"22973","Star Kid (1997)","Adventure|Children|Fantasy|Sci-Fi"
"22976","Hard Rain (1998)","Action|Crime|Thriller"
"22984","Half Baked (1998)","Comedy"
"22991","Fallen (1998)","Crime|Drama|Fantasy|Thriller"
"23000","Shooting Fish (1997)","Comedy|Romance"
"23001","Prophecy II, The (1998)","Horror"
"23002","Fallen Angels (Duo luo tian shi) (1995)","Drama|Romance"
"23003","Four Days in September (O Que É Isso, Companheiro?) (1997)","Drama"
"23004","Spice World (1997)","Comedy"
"23013","Deep Rising (1998)","Action|Horror|Sci-Fi"
"23022","Replacement Killers, The (1998)","Action|Crime|Thriller"
"23032","B. Monkey (1998)","Crime|Romance|Thriller"
"23035","Blues Brothers 2000 (1998)","Action|Comedy|Musical"
"23040","Wedding Singer, The (1998)","Comedy|Romance"
"23068","Sphere (1998)","Sci-Fi|Thriller"
"23087","Palmetto (1998)","Crime|Drama|Mystery|Romance|Thriller"
"23090","As Good as It Gets (1997)","Comedy|Drama|Romance"
"23143","King of New York (1990)","Crime|Thriller"
"23146","Men with Guns (1997)","Action|Drama"
"23150","Twilight (1998)","Crime|Drama|Thriller"
"23151","U.S. Marshals (1998)","Action|Crime|Thriller"
"23161","Welcome to Woop-Woop (1997)","Comedy"
"23162","Love and Death on Long Island (1997)","Comedy|Drama"
"23166","Everest (1998)","Documentary|IMAX"
"23171","Hush (1998)","Thriller"
"23172","Suicide Kings (1997)","Comedy|Crime|Drama|Mystery|Thriller"
"23178","Man in the Iron Mask, The (1998)","Action|Adventure|Drama"
"23193","Newton Boys, The (1998)","Crime|Drama"
"23198","Wild Things (1998)","Crime|Drama|Mystery|Thriller"
"23219","Paulie (1998)","Adventure|Children|Comedy"
"23224","Cool, Dry Place, A (1998)","Drama"
"23225","Fireworks (Hana-bi) (1997)","Crime|Drama"
"23228","Primary Colors (1998)","Comedy|Drama"
"23242","Wide Awake (1998)","Children|Comedy|Drama"
"23243","Price Above Rubies, A (1998)","Drama"
"23245","Two Girls and a Guy (1997)","Comedy|Drama"
"23247","No Looking Back (1998)","Drama|Romance"
"23248","Object of My Affection, The (1998)","Comedy|Romance"
"23250","Homegrown (1998)","Comedy|Thriller"
"23252","Player's Club, The (1998)","Comedy|Drama"
"23254","Big One, The (1997)","Comedy|Documentary"
"23258","Lost in Space (1998)","Action|Adventure|Sci-Fi"
"23278","Mercury Rising (1998)","Action|Drama|Thriller"
"23290","Spanish Prisoner, The (1997)","Crime|Drama|Mystery|Thriller"
"23303","City of Angels (1998)","Drama|Fantasy|Romance"
"23313","Last Days of Disco, The (1998)","Comedy|Drama"
"23315","My Giant (1998)","Comedy"
"23317","He Got Game (1998)","Drama"
"23322","Gingerbread Man, The (1998)","Drama|Thriller"
"23325","Zero Effect (1998)","Comedy|Mystery|Thriller"
"23328","Nil By Mouth (1997)","Drama"
"23330","Borrowers, The (1997)","Adventure|Children|Comedy|Fantasy"
"23334","Prince Valiant (1997)","Adventure"
"23335","Alan Smithee Film: Burn Hollywood Burn, An (1997)","Comedy"
"23336","Kissing a Fool (1998)","Comedy|Romance"
"23337","Krippendorf's Tribe (1998)","Comedy"
"23339","Kurt & Courtney (1998)","Documentary"
"23341","Mr. Nice Guy (Yat goh ho yan) (1997)","Action|Comedy"
"23346","Taste of Cherry (Ta'm e guilass) (1997)","Drama"
"23347","Character (Karakter) (1997)","Drama"
"23351","Species II (1998)","Horror|Sci-Fi"
"23356","Major League: Back to the Minors (1998)","Comedy"
"23361","Wild Man Blues (1997)","Documentary"
"23362","Big Hit, The (1998)","Action|Comedy|Crime"
"23365","Tarzan and the Lost City (1998)","Action|Adventure"
"23366","Black Dog (1998)","Action|Thriller"
"23368","Friend of the Deceased, A (Priyatel pokonika) (1997)","Comedy|Drama"
"23369","Misérables, Les (1998)","Crime|Drama|Romance|War"
"23378","Still Breathing (1997)","Comedy|Romance"
"23379","Clockwatchers (1997)","Comedy"
"23381","Deep Impact (1998)","Drama|Sci-Fi|Thriller"
"23412","Lawn Dogs (1997)","Drama"
"23413","Quest for Camelot (1998)","Adventure|Animation|Children|Fantasy|Musical"
"23414","Godzilla (1998)","Action|Sci-Fi|Thriller"
"23433","Bulworth (1998)","Comedy|Drama|Romance"
"23446","Fear and Loathing in Las Vegas (1998)","Adventure|Comedy|Drama"
"23464","Opposite of Sex, The (1998)","Comedy|Drama|Romance"
"23472","Almost Heroes (1998)","Adventure|Comedy|Western"
"23474","Hope Floats (1998)","Comedy|Drama|Romance"
"23480","Insomnia (1997)","Drama|Mystery|Thriller"
"23485","Perfect Murder, A (1998)","Thriller"
"23498","Six Days Seven Nights (1998)","Adventure|Comedy|Romance"
"23510","Can't Hardly Wait (1998)","Comedy|Drama|Romance"
"23517","Cousin Bette (1998)","Comedy"
"23518","High Art (1998)","Drama|Romance"
"23521","Land Girls, The (1998)","Drama|War"
"23522","Passion in the Desert (1998)","Adventure|Drama"
"23523","Children of Heaven, The (Bacheha-Ye Aseman) (1997)","Comedy|Drama"
"23527","Dear Jesse (1997)","Documentary"
"23528","Dream for an Insomniac (1996)","Drama|Romance"
"23530","Henry Fool (1997)","Comedy|Drama"
"23531","Marie from the Bay of Angels (Marie Baie Des Anges) (1997)","Drama"
"23532","Mr. Jealousy (1997)","Comedy|Romance"
"23533","Mulan (1998)","Adventure|Animation|Children|Comedy|Drama|Musical|Romance"
"23550","X-Files: Fight the Future, The (1998)","Action|Crime|Mystery|Sci-Fi|Thriller"
"23577","I Went Down (1997)","Comedy|Crime|Drama"
"23578","Dr. Dolittle (1998)","Comedy"
"23598","Out of Sight (1998)","Comedy|Crime|Drama|Romance|Thriller"
"23625","Picnic at Hanging Rock (1975)","Drama|Mystery"
"23630","Smoke Signals (1998)","Comedy|Drama"
"23638","Buffalo '66 (a.k.a. Buffalo 66) (1998)","Drama|Romance"
"23646","Armageddon (1998)","Action|Romance|Sci-Fi|Thriller"
"23694","Lethal Weapon 4 (1998)","Action|Comedy|Crime|Thriller"
"23715","Madeline (1998)","Children|Comedy"
"23716","Small Soldiers (1998)","Animation|Children|Fantasy|War"
"23728","Pi (1998)","Drama|Sci-Fi|Thriller"
"23750","Whatever (1998)","Drama"
"23751","There's Something About Mary (1998)","Comedy|Romance"
"23821","Plan 9 from Outer Space (1959)","Horror|Sci-Fi"
"23825","Wings (1927)","Action|Drama|Romance|War"
"23826","All Quiet on the Western Front (1930)","Action|Drama|War"
"23832","Cimarron (1931)","Drama|Western"
"23833","Grand Hotel (1932)","Drama|Romance"
"23836","Cavalcade (1933)","Drama|Romance|War"
"23837","Mutiny on the Bounty (1935)","Adventure|Drama"
"23842","Great Ziegfeld, The (1936)","Drama|Musical"
"23843","Life of Emile Zola, The (1937)","Drama"
"23844","You Can't Take It with You (1938)","Comedy|Romance"
"23846","How Green Was My Valley (1941)","Drama|Musical|Romance"
"23849","Mrs. Miniver (1942)","Drama|War"
"23850","Going My Way (1944)","Comedy|Drama|Musical"
"23853","Lost Weekend, The (1945)","Drama"
"23855","Best Years of Our Lives, The (1946)","Drama|War"
"23860","Gentleman's Agreement (1947)","Drama"
"23862","Hamlet (1948)","Drama"
"23863","All the King's Men (1949)","Drama"
"23867","Greatest Show on Earth, The (1952)","Drama"
"23868","From Here to Eternity (1953)","Drama|Romance|War"
"23875","On the Waterfront (1954)","Crime|Drama"
"23886","Marty (1955)","Drama|Romance"
"23889","West Side Story (1961)","Drama|Musical|Romance"
"23907","Tom Jones (1963)","Adventure|Comedy|Romance"
"23913","Man for All Seasons, A (1966)","Drama"
"23918","In the Heat of the Night (1967)","Drama|Mystery"
"23927","Oliver! (1968)","Drama|Musical"
"23937","Midnight Cowboy (1969)","Drama"
"23954","French Connection, The (1971)","Action|Crime|Thriller"
"23969","Rocky (1976)","Drama"
"24002","Kramer vs. Kramer (1979)","Drama"
"24016","Ordinary People (1980)","Drama"
"24029","Chariots of Fire (1981)","Drama"
"24049","Terms of Endearment (1983)","Comedy|Drama"
"24059","Out of Africa (1985)","Drama|Romance"
"24068","Last Emperor, The (1987)","Drama"
"24083","Rain Man (1988)","Drama"
"24143","Driving Miss Daisy (1989)","Drama"
"24167","Take the Money and Run (1969)","Comedy|Crime"
"24175","Klute (1971)","Drama|Mystery"
"24181","Repo Man (1984)","Comedy|Sci-Fi"
"24197","Metropolitan (1990)","Comedy"
"24201","Labyrinth (1986)","Adventure|Fantasy|Musical"
"24217","Breakfast Club, The (1985)","Comedy|Drama"
"24272","Nightmare on Elm Street 2: Freddy's Revenge, A (1985)","Horror"
"24276","Nightmare on Elm Street 3: Dream Warriors, A (1987)","Horror|Thriller"
"24281","Nightmare on Elm Street 4: The Dream Master, A (1988)","Horror|Thriller"
"24285","Nightmare on Elm Street 5: The Dream Child, A (1989)","Horror"
"24288","Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)","Horror"
"24291","Friday the 13th (1980)","Horror|Mystery|Thriller"
"24298","Friday the 13th Part 2 (1981)","Horror"
"24302","Friday the 13th Part 3: 3D (1982)","Horror"
"24303","Friday the 13th Part IV: The Final Chapter (1984)","Horror"
"24306","Friday the 13th Part V: A New Beginning (1985)","Horror"
"24307","Friday the 13th Part VI: Jason Lives (1986)","Horror"
"24309","Friday the 13th Part VII: The New Blood (1988)","Horror"
"24310","Friday the 13th Part VIII: Jason Takes Manhattan (1989)","Horror"
"24311","Halloween (1978)","Horror"
"24323","Halloween II (1981)","Horror"
"24328","Halloween III: Season of the Witch (1982)","Horror"
"24329","Halloween 5: The Revenge of Michael Myers (1989)","Horror"
"24330","Prom Night (1980)","Horror"
"24331","Child's Play (1988)","Horror|Thriller"
"24341","Child's Play 2 (1990)","Horror|Thriller"
"24342","Child's Play 3 (1991)","Comedy|Horror|Thriller"
"24343","Poltergeist (1982)","Horror|Thriller"
"24368","Poltergeist II: The Other Side (1986)","Horror|Thriller"
"24372","Poltergeist III (1988)","Horror|Thriller"
"24375","Exorcist, The (1973)","Horror|Mystery"
"24406","Exorcist II: The Heretic (1977)","Horror"
"24407","Exorcist III, The (1990)","Horror"
"24409","Lethal Weapon (1987)","Action|Comedy|Crime|Drama"
"24449","Lethal Weapon 2 (1989)","Action|Comedy|Crime|Drama"
"24481","Lethal Weapon 3 (1992)","Action|Comedy|Crime|Drama"
"24506","Gremlins (1984)","Comedy|Horror"
"24530","Gremlins 2: The New Batch (1990)","Comedy|Horror"
"24536","Goonies, The (1985)","Action|Adventure|Children|Comedy|Fantasy"
"24564","Mask of Zorro, The (1998)","Action|Comedy|Romance"
"24596","Soylent Green (1973)","Drama|Mystery|Sci-Fi|Thriller"
"24610","Metropolis (1927)","Drama|Sci-Fi"
"24626","Back to the Future Part II (1989)","Adventure|Comedy|Sci-Fi"
"24677","Back to the Future Part III (1990)","Adventure|Comedy|Sci-Fi|Western"
"24728","Poseidon Adventure, The (1972)","Action|Adventure|Drama"
"24741","Freaky Friday (1977)","Children|Comedy|Fantasy"
"24747","Absent-Minded Professor, The (1961)","Children|Comedy|Fantasy"
"24751","Bambi (1942)","Animation|Children|Drama"
"24775","Seven Samurai (Shichinin no samurai) (1954)","Action|Adventure|Drama"
"24803","Dangerous Liaisons (1988)","Drama|Romance"
"24820","Dune (1984)","Adventure|Sci-Fi"
"24845","Last Temptation of Christ, The (1988)","Drama"
"24852","Godfather: Part III, The (1990)","Crime|Drama|Mystery|Thriller"
"24888","Rapture, The (1991)","Drama|Mystery"
"24889","Lolita (1997)","Drama|Romance"
"24896","Disturbing Behavior (1998)","Horror|Thriller"
"24900","Jane Austen's Mafia! (1998)","Comedy|Crime"
"24904","Saving Private Ryan (1998)","Action|Drama|War"
"24996","Billy's Hollywood Screen Kiss (1997)","Comedy|Romance"
"24999","Barefoot Executive, The (1971)","Children|Comedy"
"25000","Black Cauldron, The (1985)","Adventure|Animation|Children|Fantasy"
"25005","Black Hole, The (1979)","Children|Sci-Fi"
"25010","Blackbeard's Ghost (1968)","Children|Comedy"
"25011","Blank Check (1994)","Children|Comedy"
"25014","Candleshoe (1977)","Adventure|Children|Comedy"
"25015","Cat from Outer Space, The (1978)","Children|Comedy|Sci-Fi"
"25017","Computer Wore Tennis Shoes, The (1969)","Children|Comedy"
"25021","Condorman (1981)","Action|Adventure|Children|Comedy"
"25025","D2: The Mighty Ducks (1994)","Children|Comedy"
"25034","Darby O'Gill and the Little People (1959)","Adventure|Children|Fantasy"
"25037","Devil and Max Devlin, The (1981)","Comedy|Fantasy"
"25040","Far Off Place, A (1993)","Adventure|Children|Drama|Romance"
"25041","Flight of the Navigator (1986)","Adventure|Children|Sci-Fi"
"25053","Great Mouse Detective, The (1986)","Action|Animation|Children|Crime"
"25059","Happiest Millionaire, The (1967)","Comedy|Musical"
"25061","Herbie Goes Bananas (1980)","Adventure|Children|Comedy"
"25065","Herbie Goes to Monte Carlo (1977)","Adventure|Children|Comedy"
"25066","Hocus Pocus (1993)","Children|Comedy|Fantasy|Horror"
"25073","Honey, I Blew Up the Kid (1992)","Children|Comedy|Sci-Fi"
"25082","Honey, I Shrunk the Kids (1989)","Adventure|Children|Comedy|Fantasy|Sci-Fi"
"25129","Hot Lead and Cold Feet (1978)","Action|Comedy|Western"
"25130","In Search of the Castaways (1962)","Adventure|Children"
"25132","Incredible Journey, The (1963)","Adventure|Children"
"25135","Negotiator, The (1998)","Action|Crime|Drama|Mystery|Thriller"
"25157","Parent Trap, The (1998)","Children|Comedy|Romance"
"25161","BASEketball (1998)","Comedy"
"25163","Governess, The (1998)","Drama|Romance"
"25164","Roger & Me (1989)","Documentary"
"25178","Purple Rose of Cairo, The (1985)","Comedy|Drama|Fantasy|Romance"
"25189","Out of the Past (1947)","Film-Noir"
"25191","Doctor Zhivago (1965)","Drama|Romance|War"
"25200","Fanny and Alexander (Fanny och Alexander) (1982)","Drama|Fantasy|Mystery"
"25203","Trip to Bountiful, The (1985)","Drama"
"25206","Tender Mercies (1983)","Drama|Romance|Western"
"25208","And the Band Played On (1993)","Drama"
"25212","'burbs, The (1989)","Comedy"
"25219","Fandango (1985)","Comedy"
"25223","Blue Velvet (1986)","Drama|Mystery|Thriller"
"25245","Journey of Natty Gann, The (1985)","Adventure|Children"
"25251","Jungle Book, The (1967)","Animation|Children|Comedy|Musical"
"25274","Lady and the Tramp (1955)","Animation|Children|Comedy|Romance"
"25295","Little Mermaid, The (1989)","Animation|Children|Comedy|Musical|Romance"
"25329","Mighty Ducks, The (1992)","Children|Comedy"
"25339","Muppet Christmas Carol, The (1992)","Children|Comedy|Musical"
"25344","Newsies (1992)","Children|Musical"
"25347","101 Dalmatians (One Hundred and One Dalmatians) (1961)","Adventure|Animation|Children"
"25368","One Magic Christmas (1985)","Drama|Fantasy"
"25369","Peter Pan (1953)","Animation|Children|Fantasy|Musical"
"25389","Popeye (1980)","Adventure|Comedy|Musical"
"25396","Rescuers Down Under, The (1990)","Adventure|Animation|Children"
"25400","Rescuers, The (1977)","Adventure|Animation|Children|Crime|Drama"
"25406","Return from Witch Mountain (1978)","Children|Sci-Fi"
"25411","Return of Jafar, The (1994)","Adventure|Animation|Children|Fantasy|Musical|Romance"
"25415","Return to Oz (1985)","Adventure|Children|Fantasy"
"25423","Rocketeer, The (1991)","Action|Adventure|Sci-Fi"
"25436","Shaggy D.A., The (1976)","Children|Comedy"
"25437","Sleeping Beauty (1959)","Animation|Children|Musical"
"25453","Something Wicked This Way Comes (1983)","Children|Drama|Fantasy|Mystery|Thriller"
"25457","Son of Flubber (1963)","Children|Comedy"
"25458","Song of the South (1946)","Adventure|Animation|Children|Musical"
"25461","Splash (1984)","Comedy|Fantasy|Romance"
"25494","Steamboat Willie (1928)","Animation|Children|Comedy|Musical"
"25497","Tall Tale (1995)","Adventure|Children|Fantasy|Western"
"25499","Tex (1982)","Drama"
"25500","Tron (1982)","Action|Adventure|Sci-Fi"
"25522","Swing Kids (1993)","Drama|War"
"25525","Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode) (1998)","Horror|Thriller"
"25528","L.A. Story (1991)","Comedy|Romance"
"25548","Jerk, The (1979)","Comedy"
"25568","Dead Men Don't Wear Plaid (1982)","Comedy|Crime|Thriller"
"25574","Man with Two Brains, The (1983)","Comedy"
"25578","Grand Canyon (1991)","Crime|Drama"
"25586","Graveyard Shift (Stephen King's Graveyard Shift) (1990)","Horror|Thriller"
"25587","Outsiders, The (1983)","Drama"
"25599","Indiana Jones and the Temple of Doom (1984)","Action|Adventure|Fantasy"
"25656","Lord of the Rings, The (1978)","Adventure|Animation|Children|Fantasy"
"25671","1984 (Nineteen Eighty-Four) (1984)","Drama|Sci-Fi"
"25682","Dead Zone, The (1983)","Thriller"
"25692","Maximum Overdrive (1986)","Horror"
"25698","Needful Things (1993)","Drama|Horror"
"25701","Cujo (1983)","Horror|Thriller"
"25706","Children of the Corn (1984)","Horror|Thriller"
"25709","All Dogs Go to Heaven (1989)","Animation|Children|Comedy|Drama|Fantasy"
"25718","Addams Family, The (1991)","Children|Comedy|Fantasy"
"25735","Ever After: A Cinderella Story (1998)","Comedy|Drama|Romance"
"25751","Snake Eyes (1998)","Action|Crime|Mystery|Thriller"
"25768","Safe Men (1998)","Comedy"
"25770","Atlantic City (1980)","Crime|Drama|Romance"
"25774","Autumn Sonata (Höstsonaten) (1978)","Drama"
"25775","Who's Afraid of Virginia Woolf? (1966)","Drama"
"25786","Adventures in Babysitting (1987)","Adventure|Comedy"
"25800","Weird Science (1985)","Comedy|Fantasy|Sci-Fi"
"25819","Doctor Dolittle (1967)","Adventure|Children|Musical"
"25824","Nutty Professor, The (1963)","Comedy|Sci-Fi"
"25830","Charlotte's Web (1973)","Animation|Children"
"25839","Watership Down (1978)","Adventure|Animation|Children|Drama|Fantasy"
"25847","Secret of NIMH, The (1982)","Adventure|Animation|Children|Drama"
"25863","Dark Crystal, The (1982)","Adventure|Fantasy"
"25886","American Tail, An (1986)","Adventure|Animation|Children|Comedy"
"25898","American Tail: Fievel Goes West, An (1991)","Adventure|Animation|Children|Musical|Western"
"25904","Legend (1985)","Adventure|Fantasy|Romance"
"25913","Sixteen Candles (1984)","Comedy|Romance"
"25935","Pretty in Pink (1986)","Comedy|Drama|Romance"
"25948","St. Elmo's Fire (1985)","Drama|Romance"
"25952","Clan of the Cave Bear, The (1986)","Adventure|Drama|Fantasy"
"25954","House (1986)","Comedy|Fantasy|Horror"
"25958","House II: The Second Story (1987)","Comedy|Fantasy|Horror"
"25960","Gods Must Be Crazy, The (1980)","Adventure|Comedy"
"25985","Gods Must Be Crazy II, The (1989)","Comedy"
"25986","Air Bud: Golden Receiver (1998)","Children|Comedy"
"25988","Avengers, The (1998)","Action|Adventure"
"25995","How Stella Got Her Groove Back (1998)","Drama|Romance"
"25997","Slums of Beverly Hills, The (1998)","Comedy|Drama"
"26005","Henry: Portrait of a Serial Killer (1986)","Crime|Horror|Thriller"
"26010","Rosemary's Baby (1968)","Drama|Horror|Thriller"
"26027","NeverEnding Story, The (1984)","Adventure|Children|Fantasy"
"26053","NeverEnding Story II: The Next Chapter, The (1990)","Adventure|Children|Fantasy"
"26058","Attack of the Killer Tomatoes! (1978)","Comedy|Horror"
"26066","Your Friends and Neighbors (1998)","Comedy|Drama"
